"Dataset","Reg","FF","Scr","GSR","Parcellation","xfm","nsub","nses","nscans","nroi","discr"
"FSL21222","HNU1","F","N","N","G","D","L",30,10,300,71,0.964250319284802
"FSL3182","HNU1","F","N","N","G","H","N",30,10,300,112,0.981086845466156
"FSL11282","HNU1","F","N","N","G","H","P",30,10,300,112,0.988467432950192
"FSL21232","HNU1","F","N","N","G","H","L",30,10,300,112,0.912633461047254
"FSL3192","HNU1","F","N","N","N","A","N",30,10,300,117,0.89836398467433
"FSL11292","HNU1","F","N","N","N","A","P",30,10,300,117,0.967003831417624
"FSL21242","HNU1","F","N","N","N","A","L",30,10,300,117,0.824103448275862
"FSL3202","HNU1","F","N","N","N","C","N",30,10,300,201,0.932865900383142
"FSL11302","HNU1","F","N","N","N","C","P",30,10,300,201,0.982536398467433
"FSL21252","HNU1","F","N","N","N","C","L",30,10,300,201,0.876588761174968
"FSL3213","HNU1","F","N","N","N","D","N",30,10,300,71,0.874745849297573
"FSL11313","HNU1","F","N","N","N","D","P",30,10,300,71,0.967625798212005
"FSL21262","HNU1","F","N","N","N","D","L",30,10,300,71,0.79072030651341
"FSL3222","HNU1","F","N","N","N","H","N",30,10,300,112,0.909079182630907
"FSL11322","HNU1","F","N","N","N","H","P",30,10,300,112,0.979937420178799
"FSL21272","HNU1","F","N","N","N","H","L",30,10,300,112,0.845466155810983
"ANT323","IACAS","A","F","S","G","A","N",28,3,59,117,0.843835807050093
"ANT1133","IACAS","A","F","S","G","A","P",28,3,59,117,0.865231910946197
"ANT2128","IACAS","A","F","S","G","A","L",28,3,59,117,0.78193413729128
"ANT324","IACAS","A","F","S","G","C","N",28,3,59,201,0.843784786641929
"ANT1134","IACAS","A","F","S","G","C","P",28,3,59,201,0.852690166975881
"ANT2129","IACAS","A","F","S","G","C","L",28,3,59,201,0.750185528756957
"ANT325","IACAS","A","F","S","G","D","N",28,3,59,71,0.827226345083488
"ANT1135","IACAS","A","F","S","G","D","P",28,3,59,71,0.825333951762523
"ANT2130","IACAS","A","F","S","G","D","L",28,3,59,71,0.743627087198516
"ANT326","IACAS","A","F","S","G","H","N",28,3,59,112,0.822430426716141
"ANT1136","IACAS","A","F","S","G","H","P",28,3,59,112,0.815069573283859
"ANT2131","IACAS","A","F","S","G","H","L",28,3,59,112,0.728849721706865
"ANT327","IACAS","A","F","S","N","A","N",28,3,59,117,0.72165120593692
"ANT1137","IACAS","A","F","S","N","A","P",28,3,59,117,0.816048237476809
"ANT2132","IACAS","A","F","S","N","A","L",28,3,59,117,0.728594619666048
"ANT328","IACAS","A","F","S","N","C","N",28,3,59,201,0.751006493506494
"ANT1138","IACAS","A","F","S","N","C","P",28,3,59,201,0.833692022263451
"ANT2133","IACAS","A","F","S","N","C","L",28,3,59,201,0.697277365491651
"ANT329","IACAS","A","F","S","N","D","N",28,3,59,71,0.653102968460111
"ANT1139","IACAS","A","F","S","N","D","P",28,3,59,71,0.76182745825603
"ANT2134","IACAS","A","F","S","N","D","L",28,3,59,71,0.593961038961039
"ANT330","IACAS","A","F","S","N","H","N",28,3,59,112,0.697263450834879
"ANT1140","IACAS","A","F","S","N","H","P",28,3,59,112,0.800890538033395
"ANT2135","IACAS","A","F","S","N","H","L",28,3,59,112,0.678279220779221
"ANT331","IACAS","A","F","N","G","A","N",28,3,59,117,0.839132653061225
"ANT1141","IACAS","A","F","N","G","A","P",28,3,59,117,0.86543599257885
"ANT2136","IACAS","A","F","N","G","A","L",28,3,59,117,0.779628942486085
"ANT332","IACAS","A","F","N","G","C","N",28,3,59,201,0.841451762523191
"ANT1142","IACAS","A","F","N","G","C","P",28,3,59,201,0.848000927643785
"ANT2137","IACAS","A","F","N","G","C","L",28,3,59,201,0.7530426716141
"ANT333","IACAS","A","F","N","G","D","N",28,3,59,71,0.807495361781076
"ANT1143","IACAS","A","F","N","G","D","P",28,3,59,71,0.81415120593692
"ANT2138","IACAS","A","F","N","G","D","L",28,3,59,71,0.723135435992579
"ANT334","IACAS","A","F","N","G","H","N",28,3,59,112,0.829128014842301
"ANT1144","IACAS","A","F","N","G","H","P",28,3,59,112,0.81834879406308
"ANT2139","IACAS","A","F","N","G","H","L",28,3,59,112,0.734336734693878
"ANT335","IACAS","A","F","N","N","A","N",28,3,59,117,0.733854359925789
"ANT1145","IACAS","A","F","N","N","A","P",28,3,59,117,0.831349721706865
"ANT2140","IACAS","A","F","N","N","A","L",28,3,59,117,0.732462894248609
"ANT336","IACAS","A","F","N","N","C","N",28,3,59,201,0.759591836734694
"ANT1146","IACAS","A","F","N","N","C","P",28,3,59,201,0.840139146567718
"ANT2141","IACAS","A","F","N","N","C","L",28,3,59,201,0.695241187384045
"ANT337","IACAS","A","F","N","N","D","N",28,3,59,71,0.65721706864564
"ANT1147","IACAS","A","F","N","N","D","P",28,3,59,71,0.765398886827458
"ANT2142","IACAS","A","F","N","N","D","L",28,3,59,71,0.576906307977737
"ANT338","IACAS","A","F","N","N","H","N",28,3,59,112,0.716178107606679
"ANT1148","IACAS","A","F","N","N","H","P",28,3,59,112,0.814188311688312
"ANT2143","IACAS","A","F","N","N","H","L",28,3,59,112,0.683228200371057
"ANT339","IACAS","A","N","S","G","A","N",28,3,59,117,0.860357142857143
"ANT1149","IACAS","A","N","S","G","A","P",28,3,59,117,0.876270871985158
"ANT2144","IACAS","A","N","S","G","A","L",28,3,59,117,0.789860853432282
"ANT340","IACAS","A","N","S","G","C","N",28,3,59,201,0.858882189239332
"ANT1150","IACAS","A","N","S","G","C","P",28,3,59,201,0.864856215213358
"ANT2145","IACAS","A","N","S","G","C","L",28,3,59,201,0.74636827458256
"ANT341","IACAS","A","N","S","G","D","N",28,3,59,71,0.841043599257885
"ANT1151","IACAS","A","N","S","G","D","P",28,3,59,71,0.835556586270872
"ANT2146","IACAS","A","N","S","G","D","L",28,3,59,71,0.770273654916512
"ANT342","IACAS","A","N","S","G","H","N",28,3,59,112,0.855505565862709
"ANT1152","IACAS","A","N","S","G","H","P",28,3,59,112,0.852031539888683
"ANT2147","IACAS","A","N","S","G","H","L",28,3,59,112,0.746994434137291
"ANT343","IACAS","A","N","S","N","A","N",28,3,59,117,0.718116883116883
"ANT1153","IACAS","A","N","S","N","A","P",28,3,59,117,0.826224489795918
"ANT2148","IACAS","A","N","S","N","A","L",28,3,59,117,0.733872912801484
"ANT344","IACAS","A","N","S","N","C","N",28,3,59,201,0.760194805194805
"ANT1154","IACAS","A","N","S","N","C","P",28,3,59,201,0.831892393320965
"ANT2149","IACAS","A","N","S","N","C","L",28,3,59,201,0.69569573283859
"ANT345","IACAS","A","N","S","N","D","N",28,3,59,71,0.632490723562152
"ANT1155","IACAS","A","N","S","N","D","P",28,3,59,71,0.762694805194805
"ANT2150","IACAS","A","N","S","N","D","L",28,3,59,71,0.577161410018553
"ANT346","IACAS","A","N","S","N","H","N",28,3,59,112,0.71441094619666
"ANT1156","IACAS","A","N","S","N","H","P",28,3,59,112,0.806716141001855
"ANT2151","IACAS","A","N","S","N","H","L",28,3,59,112,0.66821892393321
"ANT347","IACAS","A","N","N","G","A","N",28,3,59,117,0.835960111317254
"ANT1157","IACAS","A","N","N","G","A","P",28,3,59,117,0.855547309833024
"ANT2152","IACAS","A","N","N","G","A","L",28,3,59,117,0.78780612244898
"ANT348","IACAS","A","N","N","G","C","N",28,3,59,201,0.833446196660482
"ANT1158","IACAS","A","N","N","G","C","P",28,3,59,201,0.847226345083488
"ANT2153","IACAS","A","N","N","G","C","L",28,3,59,201,0.740700371057514
"ANT349","IACAS","A","N","N","G","D","N",28,3,59,71,0.823051948051948
"ANT1159","IACAS","A","N","N","G","D","P",28,3,59,71,0.831790352504638
"ANT2154","IACAS","A","N","N","G","D","L",28,3,59,71,0.76525974025974
"ANT350","IACAS","A","N","N","G","H","N",28,3,59,112,0.82330241187384
"ANT1160","IACAS","A","N","N","G","H","P",28,3,59,112,0.841665120593692
"ANT2155","IACAS","A","N","N","G","H","L",28,3,59,112,0.744921150278293
"ANT351","IACAS","A","N","N","N","A","N",28,3,59,117,0.727323747680891
"ANT1161","IACAS","A","N","N","N","A","P",28,3,59,117,0.831688311688312
"ANT2156","IACAS","A","N","N","N","A","L",28,3,59,117,0.731243042671614
"ANT352","IACAS","A","N","N","N","C","N",28,3,59,201,0.759749536178108
"ANT1162","IACAS","A","N","N","N","C","P",28,3,59,201,0.827699443413729
"ANT2157","IACAS","A","N","N","N","C","L",28,3,59,201,0.692309833024119
"ANT353","IACAS","A","N","N","N","D","N",28,3,59,71,0.656590909090909
"ANT1163","IACAS","A","N","N","N","D","P",28,3,59,71,0.766614100185529
"ANT2158","IACAS","A","N","N","N","D","L",28,3,59,71,0.592430426716141
"ANT354","IACAS","A","N","N","N","H","N",28,3,59,112,0.713511131725417
"ANT1164","IACAS","A","N","N","N","H","P",28,3,59,112,0.82080241187384
"ANT2159","IACAS","A","N","N","N","H","L",28,3,59,112,0.682671614100186
"FSL323","IACAS","F","F","S","G","A","N",28,3,59,117,0.842801484230056
"FSL1133","IACAS","F","F","S","G","A","P",28,3,59,117,0.863483302411874
"FSL2128","IACAS","F","F","S","G","A","L",28,3,59,117,0.753831168831169
"FSL324","IACAS","F","F","S","G","C","N",28,3,59,201,0.844772727272727
"FSL1134","IACAS","F","F","S","G","C","P",28,3,59,201,0.867866419294991
"FSL2129","IACAS","F","F","S","G","C","L",28,3,59,201,0.766706864564007
"FSL325","IACAS","F","F","S","G","D","N",28,3,59,71,0.831423933209647
"FSL1135","IACAS","F","F","S","G","D","P",28,3,59,71,0.830876623376623
"FSL2130","IACAS","F","F","S","G","D","L",28,3,59,71,0.756294063079777
"FSL326","IACAS","F","F","S","G","H","N",28,3,59,112,0.825519480519481
"FSL1136","IACAS","F","F","S","G","H","P",28,3,59,112,0.820097402597403
"FSL2131","IACAS","F","F","S","G","H","L",28,3,59,112,0.726790352504638
"FSL327","IACAS","F","F","S","N","A","N",28,3,59,117,0.711178107606679
"FSL1137","IACAS","F","F","S","N","A","P",28,3,59,117,0.811614100185529
"FSL2132","IACAS","F","F","S","N","A","L",28,3,59,117,0.714188311688312
"FSL328","IACAS","F","F","S","N","C","N",28,3,59,201,0.734860853432282
"FSL1138","IACAS","F","F","S","N","C","P",28,3,59,201,0.826247680890538
"FSL2133","IACAS","F","F","S","N","C","L",28,3,59,201,0.715756029684601
"FSL329","IACAS","F","F","S","N","D","N",28,3,59,71,0.662537105751391
"FSL1139","IACAS","F","F","S","N","D","P",28,3,59,71,0.763371985157699
"FSL2134","IACAS","F","F","S","N","D","L",28,3,59,71,0.599025974025974
"FSL330","IACAS","F","F","S","N","H","N",28,3,59,112,0.688339517625232
"FSL1140","IACAS","F","F","S","N","H","P",28,3,59,112,0.77469387755102
"FSL2135","IACAS","F","F","S","N","H","L",28,3,59,112,0.646354359925788
"FSL331","IACAS","F","F","N","G","A","N",28,3,59,117,0.842170686456401
"FSL1141","IACAS","F","F","N","G","A","P",28,3,59,117,0.865742115027829
"FSL2136","IACAS","F","F","N","G","A","L",28,3,59,117,0.754851576994434
"FSL332","IACAS","F","F","N","G","C","N",28,3,59,201,0.843474025974026
"FSL1142","IACAS","F","F","N","G","C","P",28,3,59,201,0.86448051948052
"FSL2137","IACAS","F","F","N","G","C","L",28,3,59,201,0.767448979591837
"FSL333","IACAS","F","F","N","G","D","N",28,3,59,71,0.806530612244898
"FSL1143","IACAS","F","F","N","G","D","P",28,3,59,71,0.822741187384045
"FSL2138","IACAS","F","F","N","G","D","L",28,3,59,71,0.741187384044527
"FSL334","IACAS","F","F","N","G","H","N",28,3,59,112,0.835783858998145
"FSL1144","IACAS","F","F","N","G","H","P",28,3,59,112,0.821062152133581
"FSL2139","IACAS","F","F","N","G","H","L",28,3,59,112,0.733446196660482
"FSL335","IACAS","F","F","N","N","A","N",28,3,59,117,0.72237012987013
"FSL1145","IACAS","F","F","N","N","A","P",28,3,59,117,0.831043599257885
"FSL2140","IACAS","F","F","N","N","A","L",28,3,59,117,0.714707792207792
"FSL336","IACAS","F","F","N","N","C","N",28,3,59,201,0.746025046382189
"FSL1146","IACAS","F","F","N","N","C","P",28,3,59,201,0.833497217068646
"FSL2141","IACAS","F","F","N","N","C","L",28,3,59,201,0.717820037105751
"FSL337","IACAS","F","F","N","N","D","N",28,3,59,71,0.669234693877551
"FSL1147","IACAS","F","F","N","N","D","P",28,3,59,71,0.770287569573284
"FSL2142","IACAS","F","F","N","N","D","L",28,3,59,71,0.592588126159555
"FSL338","IACAS","F","F","N","N","H","N",28,3,59,112,0.708854359925788
"FSL1148","IACAS","F","F","N","N","H","P",28,3,59,112,0.794679962894249
"FSL2143","IACAS","F","F","N","N","H","L",28,3,59,112,0.647968460111317
"FSL339","IACAS","F","N","S","G","A","N",28,3,59,117,0.869090909090909
"FSL1149","IACAS","F","N","S","G","A","P",28,3,59,117,0.884503710575139
"FSL2144","IACAS","F","N","S","G","A","L",28,3,59,117,0.769768089053803
"FSL340","IACAS","F","N","S","G","C","N",28,3,59,201,0.857541743970315
"FSL1150","IACAS","F","N","S","G","C","P",28,3,59,201,0.883223562152134
"FSL2145","IACAS","F","N","S","G","C","L",28,3,59,201,0.777639146567718
"FSL341","IACAS","F","N","S","G","D","N",28,3,59,71,0.847295918367347
"FSL1151","IACAS","F","N","S","G","D","P",28,3,59,71,0.841655844155844
"FSL2146","IACAS","F","N","S","G","D","L",28,3,59,71,0.788390538033395
"FSL342","IACAS","F","N","S","G","H","N",28,3,59,112,0.863209647495362
"FSL1152","IACAS","F","N","S","G","H","P",28,3,59,112,0.856136363636364
"FSL2147","IACAS","F","N","S","G","H","L",28,3,59,112,0.73347866419295
"FSL343","IACAS","F","N","S","N","A","N",28,3,59,117,0.715946196660482
"FSL1153","IACAS","F","N","S","N","A","P",28,3,59,117,0.815162337662338
"FSL2148","IACAS","F","N","S","N","A","L",28,3,59,117,0.717156771799629
"FSL344","IACAS","F","N","S","N","C","N",28,3,59,201,0.745807050092764
"FSL1154","IACAS","F","N","S","N","C","P",28,3,59,201,0.828000927643785
"FSL2149","IACAS","F","N","S","N","C","L",28,3,59,201,0.715505565862709
"FSL345","IACAS","F","N","S","N","D","N",28,3,59,71,0.65113172541744
"FSL1155","IACAS","F","N","S","N","D","P",28,3,59,71,0.768557513914657
"FSL2150","IACAS","F","N","S","N","D","L",28,3,59,71,0.58961038961039
"FSL346","IACAS","F","N","S","N","H","N",28,3,59,112,0.718840445269017
"FSL1156","IACAS","F","N","S","N","H","P",28,3,59,112,0.797504638218924
"FSL2151","IACAS","F","N","S","N","H","L",28,3,59,112,0.648812615955473
"FSL347","IACAS","F","N","N","G","A","N",28,3,59,117,0.844452690166976
"FSL1157","IACAS","F","N","N","G","A","P",28,3,59,117,0.864596474953618
"FSL2152","IACAS","F","N","N","G","A","L",28,3,59,117,0.769526901669759
"FSL348","IACAS","F","N","N","G","C","N",28,3,59,201,0.833130797773655
"FSL1158","IACAS","F","N","N","G","C","P",28,3,59,201,0.862731910946197
"FSL2153","IACAS","F","N","N","G","C","L",28,3,59,201,0.763650278293135
"FSL349","IACAS","F","N","N","G","D","N",28,3,59,71,0.834666048237477
"FSL1159","IACAS","F","N","N","G","D","P",28,3,59,71,0.830403525046382
"FSL2154","IACAS","F","N","N","G","D","L",28,3,59,71,0.776331168831169
"FSL350","IACAS","F","N","N","G","H","N",28,3,59,112,0.833831168831169
"FSL1160","IACAS","F","N","N","G","H","P",28,3,59,112,0.847050092764378
"FSL2155","IACAS","F","N","N","G","H","L",28,3,59,112,0.724165120593692
"FSL351","IACAS","F","N","N","N","A","N",28,3,59,117,0.72793599257885
"FSL1161","IACAS","F","N","N","N","A","P",28,3,59,117,0.825027829313544
"FSL2156","IACAS","F","N","N","N","A","L",28,3,59,117,0.716655844155844
"FSL352","IACAS","F","N","N","N","C","N",28,3,59,201,0.74719387755102
"FSL1162","IACAS","F","N","N","N","C","P",28,3,59,201,0.827156771799629
"FSL2157","IACAS","F","N","N","N","C","L",28,3,59,201,0.716855287569573
"FSL353","IACAS","F","N","N","N","D","N",28,3,59,71,0.676289424860853
"FSL1163","IACAS","F","N","N","N","D","P",28,3,59,71,0.778900742115028
"FSL2158","IACAS","F","N","N","N","D","L",28,3,59,71,0.600041743970315
"FSL354","IACAS","F","N","N","N","H","N",28,3,59,112,0.71386827458256
"FSL1164","IACAS","F","N","N","N","H","P",28,3,59,112,0.813603896103896
"FSL2159","IACAS","F","N","N","N","H","L",28,3,59,112,0.661275510204082
"ANT355","IBATRT","A","F","S","G","A","N",36,2,50,117,0.903846153846154
"ANT1165","IBATRT","A","F","S","G","A","P",36,2,50,117,0.901098901098901
"ANT2160","IBATRT","A","F","S","G","A","L",36,2,50,117,0.817307692307692
"ANT356","IBATRT","A","F","S","G","C","N",36,2,50,201,0.934065934065934
"ANT1166","IBATRT","A","F","S","G","C","P",36,2,50,201,0.929945054945055
"ANT2161","IBATRT","A","F","S","G","C","L",36,2,50,201,0.914835164835165
"ANT357","IBATRT","A","F","S","G","D","N",36,2,50,71,0.89010989010989
"ANT1167","IBATRT","A","F","S","G","D","P",36,2,50,71,0.899725274725275
"ANT2162","IBATRT","A","F","S","G","D","L",36,2,50,71,0.880494505494505
"ANT358","IBATRT","A","F","S","G","H","N",36,2,50,112,0.921703296703297
"ANT1168","IBATRT","A","F","S","G","H","P",36,2,50,112,0.946428571428571
"ANT2163","IBATRT","A","F","S","G","H","L",36,2,50,112,0.771978021978022
"ANT359","IBATRT","A","F","S","N","A","N",36,2,50,117,0.806318681318681
"ANT1169","IBATRT","A","F","S","N","A","P",36,2,50,117,0.885989010989011
"ANT2164","IBATRT","A","F","S","N","A","L",36,2,50,117,0.728021978021978
"ANT360","IBATRT","A","F","S","N","C","N",36,2,50,201,0.807692307692308
"ANT1170","IBATRT","A","F","S","N","C","P",36,2,50,201,0.953296703296703
"ANT2165","IBATRT","A","F","S","N","C","L",36,2,50,201,0.769230769230769
"ANT361","IBATRT","A","F","S","N","D","N",36,2,50,71,0.747252747252747
"ANT1171","IBATRT","A","F","S","N","D","P",36,2,50,71,0.85989010989011
"ANT2166","IBATRT","A","F","S","N","D","L",36,2,50,71,0.756868131868132
"ANT362","IBATRT","A","F","S","N","H","N",36,2,50,112,0.722527472527473
"ANT1172","IBATRT","A","F","S","N","H","P",36,2,50,112,0.906593406593407
"ANT2167","IBATRT","A","F","S","N","H","L",36,2,50,112,0.675824175824176
"ANT363","IBATRT","A","F","N","G","A","N",36,2,50,117,0.909340659340659
"ANT1173","IBATRT","A","F","N","G","A","P",36,2,50,117,0.899725274725275
"ANT2168","IBATRT","A","F","N","G","A","L",36,2,50,117,0.809065934065934
"ANT364","IBATRT","A","F","N","G","C","N",36,2,50,201,0.956043956043956
"ANT1174","IBATRT","A","F","N","G","C","P",36,2,50,201,0.93543956043956
"ANT2169","IBATRT","A","F","N","G","C","L",36,2,50,201,0.916208791208791
"ANT365","IBATRT","A","F","N","G","D","N",36,2,50,71,0.887362637362637
"ANT1175","IBATRT","A","F","N","G","D","P",36,2,50,71,0.892857142857143
"ANT2170","IBATRT","A","F","N","G","D","L",36,2,50,71,0.873626373626374
"ANT366","IBATRT","A","F","N","G","H","N",36,2,50,112,0.947802197802198
"ANT1176","IBATRT","A","F","N","G","H","P",36,2,50,112,0.947802197802198
"ANT2171","IBATRT","A","F","N","G","H","L",36,2,50,112,0.771978021978022
"ANT367","IBATRT","A","F","N","N","A","N",36,2,50,117,0.813186813186813
"ANT1177","IBATRT","A","F","N","N","A","P",36,2,50,117,0.879120879120879
"ANT2172","IBATRT","A","F","N","N","A","L",36,2,50,117,0.729395604395604
"ANT368","IBATRT","A","F","N","N","C","N",36,2,50,201,0.832417582417582
"ANT1178","IBATRT","A","F","N","N","C","P",36,2,50,201,0.946428571428571
"ANT2173","IBATRT","A","F","N","N","C","L",36,2,50,201,0.785714285714286
"ANT369","IBATRT","A","F","N","N","D","N",36,2,50,71,0.766483516483516
"ANT1179","IBATRT","A","F","N","N","D","P",36,2,50,71,0.864010989010989
"ANT2174","IBATRT","A","F","N","N","D","L",36,2,50,71,0.773351648351648
"ANT370","IBATRT","A","F","N","N","H","N",36,2,50,112,0.763736263736264
"ANT1180","IBATRT","A","F","N","N","H","P",36,2,50,112,0.942307692307692
"ANT2175","IBATRT","A","F","N","N","H","L",36,2,50,112,0.679945054945055
"ANT371","IBATRT","A","N","S","G","A","N",36,2,50,117,0.943681318681319
"ANT1181","IBATRT","A","N","S","G","A","P",36,2,50,117,0.921703296703297
"ANT2176","IBATRT","A","N","S","G","A","L",36,2,50,117,0.831043956043956
"ANT372","IBATRT","A","N","S","G","C","N",36,2,50,201,0.951923076923077
"ANT1182","IBATRT","A","N","S","G","C","P",36,2,50,201,0.942307692307692
"ANT2177","IBATRT","A","N","S","G","C","L",36,2,50,201,0.927197802197802
"ANT373","IBATRT","A","N","S","G","D","N",36,2,50,71,0.927197802197802
"ANT1183","IBATRT","A","N","S","G","D","P",36,2,50,71,0.924450549450549
"ANT2178","IBATRT","A","N","S","G","D","L",36,2,50,71,0.928571428571429
"ANT374","IBATRT","A","N","S","G","H","N",36,2,50,112,0.965659340659341
"ANT1184","IBATRT","A","N","S","G","H","P",36,2,50,112,0.964285714285714
"ANT2179","IBATRT","A","N","S","G","H","L",36,2,50,112,0.793956043956044
"ANT375","IBATRT","A","N","S","N","A","N",36,2,50,117,0.842032967032967
"ANT1185","IBATRT","A","N","S","N","A","P",36,2,50,117,0.909340659340659
